date,hy,kpj,zgj,zdj,spj,zd,jqpjj,cjl,cjje,url
2017-01-16,iAu99.99,264.60,266.50,264.60,266.32,2.17,0.0082,266.32,0.42,https://www.sge.com.cn/sjzx/mrhqsj/5140979
2017-01-16,Au(T+D),268.90,270.67,268.05,270.43,1.56,0.0058,269.38,"73,898",https://www.sge.com.cn/sjzx/mrhqsj/5140979
2017-01-16,Au(T+N1),271.20,272.80,271.20,272.75,2.25,0.0083,271.95,7.6,https://www.sge.com.cn/sjzx/mrhqsj/5140979
2017-01-16,Au(T+N2),274.60,276.20,274.60,276.00,1.75,0.0064,275.8,41.6,https://www.sge.com.cn/sjzx/mrhqsj/5140979
2017-01-16,mAu(T+D),268.87,270.65,268.02,270.51,1.66,0.0062,269.39,"8,022",https://www.sge.com.cn/sjzx/mrhqsj/5140979
2017-01-16,Pt99.95,235.00,236.00,234.50,234.75,3.85,0.0167,234.81,230,https://www.sge.com.cn/sjzx/mrhqsj/5140979
2017-01-16,Ag99.99,"4,040","4,040","4,040","4,040",25,0.0062,"4,040","1,500",https://www.sge.com.cn/sjzx/mrhqsj/5140979
2017-01-16,Ag(T+D),"4,015","4,046","3,992","4,037",16,0.0040,"4,018","5,003,364",https://www.sge.com.cn/sjzx/mrhqsj/5140979
2017-02-03,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,https://www.sge.com.cn/sjzx/mrhqsj/5141041
2017-02-03,Au9995,269.88,270.50,269.20,269.20,2.99,0.0112,269.55,"1,522",https://www.sge.com.cn/sjzx/mrhqsj/5141041
2017-02-03,Au9999,266.25,270.10,266.25,269.30,3.05,0.0115,269.62,"8,327.82",https://www.sge.com.cn/sjzx/mrhqsj/5141041
2017-02-03,Au100g,269.95,270.00,269.50,269.58,2.87,0.0108,269.78,20,https://www.sge.com.cn/sjzx/mrhqsj/5141041
2017-02-03,iAu9999,268.00,268.00,264.78,266.99,-1.01,-0.0038,266.99,50.08,https://www.sge.com.cn/sjzx/mrhqsj/5141041
2017-02-03,Au(T+D),269.10,269.80,268.51,269.18,2.79,0.0105,269.32,"25,194",https://www.sge.com.cn/sjzx/mrhqsj/5141041
2017-02-03,Au(T+N1),265.15,272.00,265.15,271.05,3.3,0.0123,270.95,13.8,https://www.sge.com.cn/sjzx/mrhqsj/5141041
2017-02-03,Au(T+N2),274.15,274.65,274.15,274.65,3.3,0.0122,274.35,5,https://www.sge.com.cn/sjzx/mrhqsj/5141041
2017-02-03,mAu(T+D),269.30,269.86,268.85,269.27,2.72,0.0102,269.48,"2,591.80",https://www.sge.com.cn/sjzx/mrhqsj/5141041
2017-02-03,Pt9995,235.50,235.50,235.00,235.42,2.92,0.0126,235.42,42,https://www.sge.com.cn/sjzx/mrhqsj/5141041
2017-02-03,Ag(T+D),4025,4035,4005,4007,49,0.0124,4016,"1,682,364",https://www.sge.com.cn/sjzx/mrhqsj/5141041
2017-02-06,Au99.95,268.99,272.20,268.99,271.84,2.64,0.0098,271.77,"1,318",https://www.sge.com.cn/sjzx/mrhqsj/5141047
2017-02-06,Au99.99,268.01,272.40,267.30,271.79,2.49,0.0093,272.01,"20,912.82",https://www.sge.com.cn/sjzx/mrhqsj/5141047
2017-02-06,Au100g,269.78,272.22,269.60,271.81,2.23,0.0083,271.57,45.8,https://www.sge.com.cn/sjzx/mrhqsj/5141047
2017-02-06,iAu99.99,266.99,269.00,266.99,268.75,1.76,0.0066,268.74,350.64,https://www.sge.com.cn/sjzx/mrhqsj/5141047
2017-02-06,Au(T+D),268.70,272.00,268.03,271.69,2.37,0.0088,270.55,"85,692",https://www.sge.com.cn/sjzx/mrhqsj/5141047
2017-02-06,Au(T+N1),271.10,274.40,271.10,273.95,3.00,0.0111,272.9,98.4,https://www.sge.com.cn/sjzx/mrhqsj/5141047
2017-02-06,Au(T+N2),273.00,277.20,273.00,277.10,2.75,0.0100,276.25,35.4,https://www.sge.com.cn/sjzx/mrhqsj/5141047
2017-02-06,mAu(T+D),269.08,272.12,268.28,271.89,2.41,0.0089,270.66,"8,983.60",https://www.sge.com.cn/sjzx/mrhqsj/5141047
2017-02-06,Pt99.95,235.00,238.25,235.00,238.25,2.83,0.0120,237.93,388,https://www.sge.com.cn/sjzx/mrhqsj/5141047
2017-02-06,Ag(T+D),"4,006","4,058","3,991","4,048",32,0.0080,"4,028","5,554,652",https://www.sge.com.cn/sjzx/mrhqsj/5141047
2017-02-17,Au99.95,275.20,275.93,275.20,275.90,1.23,0.0045,275.74,"1,906",https://www.sge.com.cn/sjzx/mrhqsj/5141106
2017-02-17,Au99.99,275.50,276.10,275.11,275.75,0.82,0.0030,275.88,"28,661.64",https://www.sge.com.cn/sjzx/mrhqsj/5141106
2017-02-17,Au100g,276.00,276.00,274.52,275.74,1.07,0.0039,275.59,55.2,https://www.sge.com.cn/sjzx/mrhqsj/5141106
2017-02-17,iAu99.99,274.85,274.85,274.85,274.85,1.91,0.0070,274.85,0.02,https://www.sge.com.cn/sjzx/mrhqsj/5141106
2017-02-17,Au(T+D),275.55,276.00,275.15,275.94,2.09,0.0076,275.58,"48,936",https://www.sge.com.cn/sjzx/mrhqsj/5141106
2017-02-17,Au(T+N1),275.60,277.80,275.60,277.45,2.45,0.0089,277,391.6,https://www.sge.com.cn/sjzx/mrhqsj/5141106
2017-02-17,Au(T+N2),280.60,281.30,280.60,280.90,2.20,0.0079,280.85,2.8,https://www.sge.com.cn/sjzx/mrhqsj/5141106
2017-02-17,mAu(T+D),275.57,276.08,275.20,275.93,1.99,0.0073,275.64,"6,661.40",https://www.sge.com.cn/sjzx/mrhqsj/5141106
2017-02-17,Pt99.95,239.25,239.50,239.25,239.43,1.60,0.0067,239.43,50,https://www.sge.com.cn/sjzx/mrhqsj/5141106
2017-02-17,Ag(T+D),"4,152","4,156","4,130","4,140",4,0.0010,"4,144","3,468,776",https://www.sge.com.cn/sjzx/mrhqsj/5141106
2017-02-20,Au99.95,277.00,277.00,274.80,275.28,-0.62,-0.0023,275.18,688,https://www.sge.com.cn/sjzx/mrhqsj/5141112
2017-02-20,Au99.99,275.75,276.66,274.90,275.50,-0.25,-0.0009,275.09,"18,287.06",https://www.sge.com.cn/sjzx/mrhqsj/5141112
2017-02-20,Au100g,275.74,276.40,275.00,275.69,-0.05,-0.0002,275.75,39,https://www.sge.com.cn/sjzx/mrhqsj/5141112
2017-02-20,iAu99.99,276.00,276.00,272.90,273.24,-1.61,-0.0059,273.17,"1,890.36",https://www.sge.com.cn/sjzx/mrhqsj/5141112
2017-02-20,iAu100g,273.00,273.00,273.00,273.00,27.99,0.1142,273,0.2,https://www.sge.com.cn/sjzx/mrhqsj/5141112
2017-02-20,Au(T+D),276.50,276.80,274.70,275.33,-0.25,-0.0009,275.54,"63,628",https://www.sge.com.cn/sjzx/mrhqsj/5141112
2017-02-20,Au(T+N1),277.05,278.50,276.45,276.45,-0.55,-0.0020,277.25,18,https://www.sge.com.cn/sjzx/mrhqsj/5141112
2017-02-20,Au(T+N2),281.60,281.90,279.95,280.15,-0.70,-0.0025,280.85,6.4,https://www.sge.com.cn/sjzx/mrhqsj/5141112
2017-02-20,mAu(T+D),276.56,276.75,274.84,275.43,-0.21,-0.0008,275.67,"7,268.40",https://www.sge.com.cn/sjzx/mrhqsj/5141112
2017-02-20,Pt99.95,238.00,238.00,236.75,237.14,-2.29,-0.0096,237.08,296,https://www.sge.com.cn/sjzx/mrhqsj/5141112
2017-02-20,Ag99.99,"4,125","4,125","4,125","4,125",-15,-0.0036,"4,125","6,120",https://www.sge.com.cn/sjzx/mrhqsj/5141112
2017-02-20,Ag(T+D),"4,132","4,147","4,113","4,123",-21,-0.0051,"4,129","3,158,600",https://www.sge.com.cn/sjzx/mrhqsj/5141112
2010-07-16,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,https://www.sge.com.cn/sjzx/mrhqsj/510145
2010-07-16,Au100g,265.50,266.00,264.00,264.00,-1.64,-0.0062,264.73,61.2,https://www.sge.com.cn/sjzx/mrhqsj/510145
2010-07-16,Au9995,264.50,264.51,263.00,263.74,-0.31,-0.0012,263.64,"2,812",https://www.sge.com.cn/sjzx/mrhqsj/510145
2010-07-16,Au9999,264.50,264.80,263.00,263.60,-0.43,-0.0016,263.85,"1,695",https://www.sge.com.cn/sjzx/mrhqsj/510145
2010-07-16,Pt9995,347.00,347.00,344.50,344.62,-1.15,-0.0033,345.70,142,https://www.sge.com.cn/sjzx/mrhqsj/510145
2010-07-16,Ag(T+D),"4,192.00","4,192.00","4,164.00","4,170.00",-4.00,-0.001,"4,176.00","129,344",https://www.sge.com.cn/sjzx/mrhqsj/510145
2010-07-16,AuT+D,264.55,264.80,262.75,263.52,-0.22,-0.0008,263.68,"12,312",https://www.sge.com.cn/sjzx/mrhqsj/510145
2010-07-05,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,https://www.sge.com.cn/sjzx/mrhqsj/510136
2010-07-05,Au9995,264.00,264.81,264.00,264.53,0.89,0.0034,264.53,"4,068",https://www.sge.com.cn/sjzx/mrhqsj/510136
2010-07-05,Au9999,272.50,272.50,264.00,264.71,0.89,0.0034,264.79,"1,751",https://www.sge.com.cn/sjzx/mrhqsj/510136
2010-07-05,Au100g,266.00,269.00,266.00,267.53,2.15,0.0081,268.00,30.4,https://www.sge.com.cn/sjzx/mrhqsj/510136
2010-07-05,AuT+D,263.82,264.65,263.72,264.34,0.74,0.0028,264.21,"7,170",https://www.sge.com.cn/sjzx/mrhqsj/510136
2010-07-05,Pt9995,342.50,343.50,340.30,340.30,-1.70,-0.005,341.98,370,https://www.sge.com.cn/sjzx/mrhqsj/510136
2010-07-05,Ag99.99,"4,155.00","4,155.00","4,155.00","4,155.00",-25.00,-0.006,"4,155.00",900,https://www.sge.com.cn/sjzx/mrhqsj/510136
2010-07-05,Ag(T+D),"4,155.00","4,155.00","4,131.00","4,136.00",-10.00,-0.0024,"4,139.00","92,932",https://www.sge.com.cn/sjzx/mrhqsj/510136
2010-07-02,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,https://www.sge.com.cn/sjzx/mrhqsj/510135
2010-07-02,Au9995,270.00,270.00,262.60,263.64,-6.97,-0.026,263.40,"5,740",https://www.sge.com.cn/sjzx/mrhqsj/510135
2010-07-02,Au9999,271.19,271.19,262.96,263.82,-6.70,-0.025,264.48,"5,008.60",https://www.sge.com.cn/sjzx/mrhqsj/510135
2010-07-02,Au100g,272.80,272.80,264.00,265.38,-5.63,-0.021,266.32,163.2,https://www.sge.com.cn/sjzx/mrhqsj/510135
2010-07-02,Au(T+D),270.14,270.29,262.55,263.60,-6.99,-0.026,265.56,"59,054",https://www.sge.com.cn/sjzx/mrhqsj/510135
2010-07-02,Au(T+N1),265.30,265.30,265.30,265.30,-5.52,-0.020,265.30,2,https://www.sge.com.cn/sjzx/mrhqsj/510135
2010-07-02,Pt9995,344.50,345.00,340.50,342.00,-2.00,-0.006,342.09,412,https://www.sge.com.cn/sjzx/mrhqsj/510135
2010-07-02,Ag99.99,4180.00,4180.00,4180.00,4180.00,-65.00,-0.015,4180.00,600,https://www.sge.com.cn/sjzx/mrhqsj/510135
2010-07-02,Ag(T+D),4220.00,4225.00,4130.00,4146.00,-83.00,-0.020,4165.00,"612,576",https://www.sge.com.cn/sjzx/mrhqsj/510135
2010-06-21,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,https://www.sge.com.cn/sjzx/mrhqsj/510126
2010-06-21,Au9995,275.60,275.99,275.50,275.93,2.93,0.0107,275.72,"4,958",https://www.sge.com.cn/sjzx/mrhqsj/510126
2010-06-21,Au9999,276.99,276.99,274.56,276.09,3.12,0.0114,275.73,"4,621.40",https://www.sge.com.cn/sjzx/mrhqsj/510126
2010-06-21,Au100g,275.16,276.08,275.11,276.01,3.19,0.0117,275.58,90,https://www.sge.com.cn/sjzx/mrhqsj/510126
2010-06-21,AuT+D,276.49,276.49,275.30,275.96,2.99,0.011,275.72,"17,446",https://www.sge.com.cn/sjzx/mrhqsj/510126
2010-06-21,Pt9995,364.00,365.50,363.50,364.95,6.22,0.0173,363.82,98,https://www.sge.com.cn/sjzx/mrhqsj/510126
2010-06-21,Ag99.99,"4,345.00","4,350.00","4,345.00","4,346.00",86.00,0.0202,"4,346.00","1,200",https://www.sge.com.cn/sjzx/mrhqsj/510126
2010-06-21,Ag(T+D),"4,317.00","4,344.00","4,301.00","4,341.00",98.00,0.0231,"4,325.00","299,636",https://www.sge.com.cn/sjzx/mrhqsj/510126
2010-06-18,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,https://www.sge.com.cn/sjzx/mrhqsj/510125
2010-06-18,Au9995,272.01,273.55,272.01,273.00,1.90,0.007,273.18,"4,272",https://www.sge.com.cn/sjzx/mrhqsj/510125
2010-06-18,Au9999,274.00,274.00,272.50,272.97,1.67,0.006,273.21,"2,073.20",https://www.sge.com.cn/sjzx/mrhqsj/510125
2010-06-18,Au100g,274.20,274.99,272.80,272.82,1.28,0.005,273.17,78.2,https://www.sge.com.cn/sjzx/mrhqsj/510125
2010-06-18,Au(T+D),272.82,274.00,272.66,272.97,1.93,0.007,273.30,"32,280",https://www.sge.com.cn/sjzx/mrhqsj/510125
2010-06-18,Au(T+N1),269.18,269.18,269.18,269.18,0.00,0.000,269.18,2,https://www.sge.com.cn/sjzx/mrhqsj/510125
2010-06-18,Pt9995,358.00,359.00,358.00,358.73,0.73,0.002,358.48,90,https://www.sge.com.cn/sjzx/mrhqsj/510125
2010-06-18,Ag99.99,4260.00,4260.00,4260.00,4260.00,60.00,0.014,4260.00,900,https://www.sge.com.cn/sjzx/mrhqsj/510125
2010-06-18,Ag(T+D),4213.00,4257.00,4213.00,4243.00,65.00,0.016,4240.00,"300,642",https://www.sge.com.cn/sjzx/mrhqsj/510125
2010-06-02,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,https://www.sge.com.cn/sjzx/mrhqsj/510116
2010-06-02,Au9995,269.50,269.70,268.50,268.65,0.92,0.0034,268.84,"2,738",https://www.sge.com.cn/sjzx/mrhqsj/510116
2010-06-02,Au9999,270.90,270.90,268.50,268.50,0.81,0.003,268.85,"1,512.40",https://www.sge.com.cn/sjzx/mrhqsj/510116
2010-06-02,Au100g,269.00,269.90,268.42,268.69,0.49,0.0018,269.30,32,https://www.sge.com.cn/sjzx/mrhqsj/510116
2010-06-02,AuT+D,268.81,269.88,268.45,268.63,0.94,0.0035,269.11,"24,076",https://www.sge.com.cn/sjzx/mrhqsj/510116
2010-06-02,Au(T+N1),269.03,269.03,269.03,269.03,6.03,0.0229,269.03,2,https://www.sge.com.cn/sjzx/mrhqsj/510116
2010-06-02,Pt9995,353.00,355.50,352.00,352.26,-4.24,-0.012,353.39,426,https://www.sge.com.cn/sjzx/mrhqsj/510116
2010-06-02,Ag99.99,"4,210.00","4,210.00","4,210.00","4,210.00",-20.00,-0.005,"4,210.00",600,https://www.sge.com.cn/sjzx/mrhqsj/510116
2010-06-02,Ag(T+D),"4,202.00","4,225.00","4,185.00","4,190.00",2.00,0.0005,"4,207.00","138,538",https://www.sge.com.cn/sjzx/mrhqsj/510116
2010-06-01,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,https://www.sge.com.cn/sjzx/mrhqsj/510115
2010-06-01,Au9995,266.30,268.49,266.30,267.73,1.69,0.0064,267.95,"3,756",https://www.sge.com.cn/sjzx/mrhqsj/510115
2010-06-01,Au9999,267.70,268.50,266.34,267.69,1.68,0.0063,268.03,"2,176.40",https://www.sge.com.cn/sjzx/mrhqsj/510115
2010-06-01,Au100g,267.50,268.50,267.00,268.20,1.62,0.0061,267.95,39.8,https://www.sge.com.cn/sjzx/mrhqsj/510115
2010-06-01,AuT+D,266.77,268.55,266.50,267.69,1.61,0.0061,267.83,"13,858",https://www.sge.com.cn/sjzx/mrhqsj/510115
2010-06-01,Pt9995,357.00,357.00,356.00,356.50,0.17,0.0005,356.43,60,https://www.sge.com.cn/sjzx/mrhqsj/510115
2010-06-01,Ag99.99,"4,230.00","4,230.00","4,230.00","4,230.00",40.00,0.0095,"4,230.00","1,500",https://www.sge.com.cn/sjzx/mrhqsj/510115
2010-06-01,Ag(T+D),"4,184.00","4,211.00","4,180.00","4,188.00",13.00,0.0031,"4,196.00","124,046",https://www.sge.com.cn/sjzx/mrhqsj/510115
2010-05-19,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,https://www.sge.com.cn/sjzx/mrhqsj/510106
2010-05-19,Au9995,267.00,268.31,265.70,266.46,-0.35,-0.0013,266.69,"4,182",https://www.sge.com.cn/sjzx/mrhqsj/510106
2010-05-19,Au9999,269.20,269.20,265.90,266.70,-0.09,-0.0003,266.74,"3,077",https://www.sge.com.cn/sjzx/mrhqsj/510106
2010-05-19,Au100g,266.31,268.80,266.00,266.99,-0.08,-0.0003,266.93,89.2,https://www.sge.com.cn/sjzx/mrhqsj/510106
2010-05-19,AuT+D,266.55,268.65,265.70,266.45,0.06,0.0002,266.85,"27,432",https://www.sge.com.cn/sjzx/mrhqsj/510106
2010-05-19,Pt9995,384.00,384.00,376.00,376.09,-6.41,-0.0168,377.70,318,https://www.sge.com.cn/sjzx/mrhqsj/510106
2010-05-19,Ag99.99,"4,255.00","4,255.00","4,250.00","4,251.00",-34.00,-0.0079,"4,251.00",900,https://www.sge.com.cn/sjzx/mrhqsj/510106
2010-05-19,Ag(T+D),"4,255.00","4,276.00","4,215.00","4,233.00",-4.00,-0.0009,"4,247.00","199,048",https://www.sge.com.cn/sjzx/mrhqsj/510106
2010-05-18,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,https://www.sge.com.cn/sjzx/mrhqsj/510105
2010-05-18,Au9995,268.70,269.53,266.50,266.81,-4.91,-0.0181,268.89,"4,838",https://www.sge.com.cn/sjzx/mrhqsj/510105
2010-05-18,Au9999,272.00,272.00,266.66,266.79,-5.04,-0.0185,269.15,"2,509.20",https://www.sge.com.cn/sjzx/mrhqsj/510105
2010-05-18,Au100g,269.66,272.40,267.00,267.07,-4.92,-0.0181,269.65,113.2,https://www.sge.com.cn/sjzx/mrhqsj/510105
2010-05-18,AuT+D,270.11,271.45,266.36,266.39,-5.11,-0.0188,269.10,"31,360",https://www.sge.com.cn/sjzx/mrhqsj/510105
2010-05-18,Pt9995,385.50,385.50,377.50,382.50,-3.50,-0.0091,382.79,228,https://www.sge.com.cn/sjzx/mrhqsj/510105
2010-05-18,Ag99.99,"4,290.00","4,290.00","4,280.00","4,285.00",-35.00,-0.0081,"4,285.00","1,800",https://www.sge.com.cn/sjzx/mrhqsj/510105
2010-05-18,Ag(T+D),"4,311.00","4,335.00","4,237.00","4,237.00",-77.00,-0.0178,"4,279.00","276,038",https://www.sge.com.cn/sjzx/mrhqsj/510105
2010-05-05,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,https://www.sge.com.cn/sjzx/mrhqsj/510096
2010-05-04,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,https://www.sge.com.cn/sjzx/mrhqsj/510095
2010-05-04,Au100g,260,263,258,258,0.79,0.0031,258.71,56.6,https://www.sge.com.cn/sjzx/mrhqsj/510095
2010-05-04,Au9995,258.9,258.9,258,258.1,1.1,0.0043,258.55,"3,570",https://www.sge.com.cn/sjzx/mrhqsj/510095
2010-05-04,Au9999,258.68,259.5,258.1,258.13,0.87,0.0034,258.61,"1,745.80",https://www.sge.com.cn/sjzx/mrhqsj/510095
2010-05-04,Pt9995,391.5,392.5,391.25,392.09,-1.83,-0.0046,391.74,284,https://www.sge.com.cn/sjzx/mrhqsj/510095
2010-05-04,Ag99.99,4190,4190,4100,4105,63,0.0156,4105,960,https://www.sge.com.cn/sjzx/mrhqsj/510095
2010-05-04,Ag(T+D),4161,4166,4151,4152,23,0.0056,4159,"127,392",https://www.sge.com.cn/sjzx/mrhqsj/510095
2010-05-04,Au(T+D),259.45,259.45,258.1,258.2,1.01,0.0039,258.57,"15,900",https://www.sge.com.cn/sjzx/mrhqsj/510095
2010-05-04,Au(T+N2 ),258.5,258.5,258.5,258.5,6.5,0.0258,258.5,2,https://www.sge.com.cn/sjzx/mrhqsj/510095
2010-04-20,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,https://www.sge.com.cn/sjzx/mrhqsj/510086
